geneid                                                       tseintronbegin       tseintronend        
TcruzimarinkelleiB7_TcMARK_CONTIG_2326_37                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_2201_38                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_2201_39                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_2195_40                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_2170_41                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_42                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_43                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_44                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_45                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_46                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1879_47                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1879_48                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1863_49                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1863_50                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1863_51                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1844_52                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1844_53                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1840_54                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1776_55                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1776_56                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1776_57                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1761_58                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1761_59                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1761_60                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1142_61                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1108_62                    0                    0                   
TcruzimarinkelleiB7_TcMARK_CONTIG_1108_63                    0                    0                   
TcruziSylvioX10-1-2012_ADWP02026113_1                        0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_2                        2222                 2210                
TcruziSylvioX10-1-2012_ADWP02013393_3                        notfound             notfound            
TcruziSylvioX10-1-2012_ADWP02003060_4                        notfound             notfound            
TcruziSylvioX10-1-2012_ADWP02025301_5                        0                    0                   
TcruziSylvioX10-1-2012_ADWP02025041_6                        0                    0                   
TcruziSylvioX10-1-2012_ADWP02024641_7                        0                    0                   
TcruziSylvioX10-1-2012_ADWP02023024_8                        0                    0                   
TcruziSylvioX10-1-2012_ADWP02021494_9                        0                    0                   
TcruziSylvioX10-1-2012_ADWP02021287_10                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02021287_11                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02021287_12                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02020073_13                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02019748_14                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02018470_15                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02018470_16                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02017679_17                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02017599_18                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02017214_19                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02016913_20                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02016208_21                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02016208_22                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02015905_23                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02015905_24                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02015905_25                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02015348_26                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02015179_27                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014418_28                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014418_29                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014412_30                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014326_31                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014326_32                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014326_33                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014326_34                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014326_35                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014245_36                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014245_37                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014245_38                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014096_39                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02014096_40                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_41                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_42                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_43                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_44                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_45                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013766_46                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013683_47                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013683_48                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013683_49                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013527_50                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02013526_51                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02007135_52                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02007135_53                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006285_54                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006285_55                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006285_56                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006284_57                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006284_58                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006284_59                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02006234_60                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02004640_61                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02004467_62                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02004467_63                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02004204_64                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000723_65                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000367_66                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000256_67                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000206_68                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_69                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_70                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_71                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_72                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_73                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_74                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_75                       0                    0                   
TcruziSylvioX10-1-2012_ADWP02000205_76                       0                    0                   
TcruziSylvioX10-1_TcX10_chr43_1                              123702               123714              
TcruziSylvioX10-1_TcX10_chr5_2                               0                    0                   
TcruziSylvioX10-1_TcX10_chr16_3                              notfound             notfound            
TcruziSylvioX10-1_TcX10_chr11_4                              notfound             notfound            
TcruziSylvioX10-1_TcX10_chr1_5                               notfound             notfound            
TcruziSylvioX10-1_TcX10_chr43_6                              0                    0                   
TcruziSylvioX10-1_TcX10_chr43_7                              0                    0                   
TcruziSylvioX10-1_TcX10_chr43_8                              0                    0                   
TcruziSylvioX10-1_TcX10_chr43_9                              0                    0                   
TcruziSylvioX10-1_TcX10_chr43_10                             0                    0                   
TcruziSylvioX10-1_TcX10_chr43_11                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_12                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_13                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_14                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_15                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_16                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_17                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_18                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_19                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_20                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_21                             0                    0                   
TcruziSylvioX10-1_TcX10_chr37_22                             0                    0                   
TcruziSylvioX10-1_TcX10_chr32_23                             0                    0                   
TcruziSylvioX10-1_TcX10_chr32_24                             0                    0                   
TcruziSylvioX10-1_TcX10_chr32_25                             0                    0                   
TcruziSylvioX10-1_TcX10_chr32_26                             0                    0                   
TcruziSylvioX10-1_TcX10_chr31_27                             0                    0                   
TcruziSylvioX10-1_TcX10_chr29_28                             0                    0                   
TcruziSylvioX10-1_TcX10_chr25_29                             0                    0                   
TcruziSylvioX10-1_TcX10_chr24_30                             0                    0                   
TcruziSylvioX10-1_TcX10_chr24_31                             0                    0                   
TcruziSylvioX10-1_TcX10_chr24_32                             0                    0                   
TcruziSylvioX10-1_TcX10_chr22_33                             0                    0                   
TcruziSylvioX10-1_TcX10_chr21_34                             0                    0                   
TcruziSylvioX10-1_TcX10_chr21_35                             0                    0                   
TcruziSylvioX10-1_TcX10_chr21_36                             0                    0                   
TcruziSylvioX10-1_TcX10_chr16_37                             0                    0                   
TcruziSylvioX10-1_TcX10_chr16_38                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_39                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_40                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_41                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_42                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_43                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_44                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_45                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_46                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_47                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_48                             0                    0                   
TcruziSylvioX10-1_TcX10_chr15_49                             0                    0                   
TcruziSylvioX10-1_TcX10_chr14_50                             0                    0                   
TcruziSylvioX10-1_TcX10_chr11_51                             0                    0                   
TcruziSylvioX10-1_TcX10_chr9_52                              0                    0                   
TcruziSylvioX10-1_TcX10_chr9_53                              0                    0                   
TcruziSylvioX10-1_TcX10_chr8_54                              0                    0                   
TcruziSylvioX10-1_TcX10_chr8_55                              0                    0                   
TcruziSylvioX10-1_TcX10_chr8_56                              0                    0                   
TcruziSylvioX10-1_TcX10_chr8_57                              0                    0                   
TcruziSylvioX10-1_TcX10_chr8_58                              0                    0                   
TcruziSylvioX10-1_TcX10_chr8_59                              0                    0                   
TcruziSylvioX10-1_TcX10_chr7_60                              0                    0                   
TcruziSylvioX10-1_TcX10_chr5_61                              0                    0                   
TcruziSylvioX10-1_TcX10_chr5_62                              0                    0                   
TcruziSylvioX10-1_TcX10_chr5_63                              0                    0                   
TcruziSylvioX10-1_TcX10_chr3_64                              0                    0                   
TcruziSylvioX10-1_TcX10_chr3_65                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_66                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_67                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_68                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_69                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_70                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_71                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_72                              0                    0                   
TcruziSylvioX10-1_TcX10_chr1_73                              0                    0                   
TcruziTulacl2_KB851309.1_1                                   30014                30026               
TcruziTulacl2_AQHO01029352.1_2                               0                    0                   
TcruziTulacl2_AQHO01022232.1_3                               0                    0                   
TcruziTulacl2_KB852684.1_4                                   notfound             notfound            
TcruziTulacl2_KB852036.1_5                                   notfound             notfound            
TcruziTulacl2_AQHO01031789.1_6                               notfound             notfound            
TcruziTulacl2_AQHO01029731.1_7                               notfound             notfound            
TcruziTulacl2_KB852687.1_8                                   0                    0                   
TcruziTulacl2_KB852687.1_9                                   0                    0                   
TcruziTulacl2_KB852684.1_10                                  0                    0                   
TcruziTulacl2_KB852684.1_11                                  0                    0                   
TcruziTulacl2_KB852578.1_12                                  0                    0                   
TcruziTulacl2_KB852221.1_13                                  0                    0                   
TcruziTulacl2_KB852113.1_14                                  0                    0                   
TcruziTulacl2_KB852113.1_15                                  0                    0                   
TcruziTulacl2_KB852113.1_16                                  0                    0                   
TcruziTulacl2_KB852086.1_17                                  0                    0                   
TcruziTulacl2_KB852025.1_18                                  0                    0                   
TcruziTulacl2_KB851792.1_19                                  0                    0                   
TcruziTulacl2_KB851777.1_20                                  0                    0                   
TcruziTulacl2_KB851777.1_21                                  0                    0                   
TcruziTulacl2_KB851777.1_22                                  0                    0                   
TcruziTulacl2_KB851739.1_23                                  0                    0                   
TcruziTulacl2_KB851715.1_24                                  0                    0                   
TcruziTulacl2_KB851715.1_25                                  0                    0                   
TcruziTulacl2_KB851715.1_26                                  0                    0                   
TcruziTulacl2_KB851704.1_27                                  0                    0                   
TcruziTulacl2_KB851704.1_28                                  0                    0                   
TcruziTulacl2_KB851704.1_29                                  0                    0                   
TcruziTulacl2_KB851679.1_30                                  0                    0                   
TcruziTulacl2_KB851678.1_31                                  0                    0                   
TcruziTulacl2_KB851583.1_32                                  0                    0                   
TcruziTulacl2_KB851583.1_33                                  0                    0                   
TcruziTulacl2_KB851583.1_34                                  0                    0                   
TcruziTulacl2_KB851583.1_35                                  0                    0                   
TcruziTulacl2_KB851562.1_36                                  0                    0                   
TcruziTulacl2_KB851539.1_37                                  0                    0                   
TcruziTulacl2_KB851539.1_38                                  0                    0                   
TcruziTulacl2_KB851533.1_39                                  0                    0                   
TcruziTulacl2_KB851533.1_40                                  0                    0                   
TcruziTulacl2_KB851533.1_41                                  0                    0                   
TcruziTulacl2_KB851533.1_42                                  0                    0                   
TcruziTulacl2_KB851533.1_43                                  0                    0                   
TcruziTulacl2_KB851533.1_44                                  0                    0                   
TcruziTulacl2_KB851533.1_45                                  0                    0                   
TcruziTulacl2_KB851533.1_46                                  0                    0                   
TcruziTulacl2_KB851533.1_47                                  0                    0                   
TcruziTulacl2_KB851533.1_48                                  0                    0                   
TcruziTulacl2_KB851446.1_49                                  0                    0                   
TcruziTulacl2_KB851405.1_50                                  0                    0                   
TcruziTulacl2_KB851400.1_51                                  0                    0                   
TcruziTulacl2_KB851398.1_52                                  0                    0                   
TcruziTulacl2_KB851398.1_53                                  0                    0                   
TcruziTulacl2_KB851398.1_54                                  0                    0                   
TcruziTulacl2_KB851398.1_55                                  0                    0                   
TcruziTulacl2_KB851398.1_56                                  0                    0                   
TcruziTulacl2_KB851398.1_57                                  0                    0                   
TcruziTulacl2_KB851398.1_58                                  0                    0                   
TcruziTulacl2_KB851398.1_59                                  0                    0                   
TcruziTulacl2_KB851398.1_60                                  0                    0                   
TcruziTulacl2_KB851384.1_61                                  0                    0                   
TcruziTulacl2_KB851384.1_62                                  0                    0                   
TcruziTulacl2_KB851384.1_63                                  0                    0                   
TcruziTulacl2_KB851384.1_64                                  0                    0                   
TcruziTulacl2_KB851384.1_65                                  0                    0                   
TcruziTulacl2_KB851384.1_66                                  2184                 2196                
TcruziTulacl2_KB851384.1_67                                  0                    0                   
TcruziTulacl2_KB851309.1_68                                  0                    0                   
TcruziTulacl2_KB851309.1_69                                  0                    0                   
TcruziTulacl2_KB851309.1_70                                  0                    0                   
TcruziTulacl2_KB851309.1_71                                  0                    0                   
TcruziTulacl2_KB851309.1_72                                  0                    0                   
TcruziTulacl2_KB851309.1_73                                  0                    0                   
TcruziTulacl2_AQHO01043228.1_74                              0                    0                   
TcruziTulacl2_AQHO01042930.1_75                              0                    0                   
TcruziTulacl2_AQHO01042930.1_76                              0                    0                   
TcruziTulacl2_AQHO01042845.1_77                              0                    0                   
TcruziTulacl2_AQHO01042845.1_78                              0                    0                   
TcruziTulacl2_AQHO01037896.1_79                              0                    0                   
TcruziTulacl2_AQHO01037896.1_80                              0                    0                   
TcruziTulacl2_AQHO01037896.1_81                              0                    0                   
TcruziTulacl2_AQHO01036040.1_82                              0                    0                   
TcruziTulacl2_AQHO01034196.1_83                              0                    0                   
TcruziTulacl2_AQHO01034196.1_84                              0                    0                   
TcruziTulacl2_AQHO01032505.1_85                              0                    0                   
TcruziTulacl2_AQHO01029352.1_86                              0                    0                   
TcruziTulacl2_AQHO01029352.1_87                              0                    0                   
TcruziTulacl2_AQHO01029045.1_88                              0                    0                   
TcruziTulacl2_AQHO01028466.1_89                              0                    0                   
TcruziTulacl2_AQHO01028466.1_90                              0                    0                   
TcruziTulacl2_AQHO01027870.1_91                              0                    0                   
TcruziTulacl2_AQHO01027870.1_92                              0                    0                   
TcruziTulacl2_AQHO01027870.1_93                              0                    0                   
TcruziTulacl2_AQHO01025626.1_94                              0                    0                   
TcruziTulacl2_AQHO01024709.1_95                              0                    0                   
TcruziTulacl2_AQHO01024709.1_96                              0                    0                   
TcruziTulacl2_AQHO01024709.1_97                              0                    0                   
TcruziTulacl2_AQHO01024709.1_98                              0                    0                   
TcruziTulacl2_AQHO01024152.1_99                              0                    0                   
TcruziTulacl2_AQHO01024152.1_100                             0                    0                   
TcruziTulacl2_AQHO01024152.1_101                             0                    0                   
TcruziTulacl2_AQHO01024116.1_102                             0                    0                   
TcruziTulacl2_AQHO01024116.1_103                             0                    0                   
TcruziTulacl2_AQHO01024116.1_104                             0                    0                   
TcruziTulacl2_AQHO01024063.1_105                             0                    0                   
TcruziTulacl2_AQHO01023767.1_106                             0                    0                   
TcruziTulacl2_AQHO01023767.1_107                             0                    0                   
TcruziTulacl2_AQHO01023767.1_108                             0                    0                   
TcruziTulacl2_AQHO01023705.1_109                             0                    0                   
TcruziTulacl2_AQHO01022959.1_110                             0                    0                   
TcruziTulacl2_AQHO01022691.1_111                             0                    0                   
TcruziTulacl2_AQHO01022386.1_112                             0                    0                   
TcruziTulacl2_AQHO01021419.1_113                             0                    0                   
TcruziTulacl2_AQHO01021239.1_114                             0                    0                   
TcruziTulacl2_AQHO01021239.1_115                             0                    0                   
TcruziTulacl2_AQHO01019721.1_116                             0                    0                   
TcruziTulacl2_AQHO01019721.1_117                             0                    0                   
TcruziTulacl2_AQHO01019721.1_118                             0                    0                   
TcruziTulacl2_AQHO01019721.1_119                             0                    0                   
TcruziTulacl2_AQHO01017963.1_120                             0                    0                   
TcruziTulacl2_AQHO01017115.1_121                             0                    0                   
TcruziTulacl2_AQHO01014978.1_122                             0                    0                   
TcruziTulacl2_AQHO01014348.1_123                             0                    0                   
TcruziTulacl2_AQHO01012882.1_124                             0                    0                   
TcruziTulacl2_AQHO01010785.1_125                             0                    0                   
TcruziTulacl2_AQHO01010782.1_126                             0                    0                   
TcruziTulacl2_AQHO01010764.1_127                             0                    0                   
TevansiSTIB805_STIB805_Chr11_01_1                            0                    0                   
TevansiSTIB805_STIB805_Chr11_01_2                            0                    0                   
TevansiSTIB805_STIB805_Chr11_01_3                            0                    0                   
TevansiSTIB805_STIB805_Chr11_01_4                            0                    0                   
TevansiSTIB805_STIB805_Chr11_01_5                            0                    0                   
TevansiSTIB805_STIB805_Chr11_01_6                            0                    0                   
TevansiSTIB805_STIB805_Chr11_01_7                            0                    0                   
TevansiSTIB805_STIB805_Chr10_8                               0                    0                   
TevansiSTIB805_STIB805_Chr10_9                               0                    0                   
TevansiSTIB805_STIB805_Chr10_10                              0                    0                   
TevansiSTIB805_STIB805_Chr10_11                              0                    0                   
TevansiSTIB805_STIB805_Chr10_12                              0                    0                   
TevansiSTIB805_STIB805_Chr10_13                              0                    0                   
TevansiSTIB805_STIB805_Chr10_14                              0                    0                   
TevansiSTIB805_STIB805_Chr10_15                              0                    0                   
TevansiSTIB805_STIB805_Chr10_16                              0                    0                   
TevansiSTIB805_STIB805_Chr10_17                              0                    0                   
TevansiSTIB805_STIB805_Chr10_18                              0                    0                   
TevansiSTIB805_STIB805_Chr09_19                              0                    0                   
TevansiSTIB805_STIB805_Chr09_20                              0                    0                   
TevansiSTIB805_STIB805_Chr09_21                              0                    0                   
TevansiSTIB805_STIB805_Chr08_22                              0                    0                   
TevansiSTIB805_STIB805_Chr08_23                              0                    0                   
TevansiSTIB805_STIB805_Chr08_24                              0                    0                   
TevansiSTIB805_STIB805_Chr08_25                              0                    0                   
TevansiSTIB805_STIB805_Chr08_26                              0                    0                   
TevansiSTIB805_STIB805_Chr08_27                              0                    0                   
TevansiSTIB805_STIB805_Chr08_28                              0                    0                   
TevansiSTIB805_STIB805_Chr08_29                              0                    0                   
TevansiSTIB805_STIB805_Chr08_30                              0                    0                   
TevansiSTIB805_STIB805_Chr08_31                              0                    0                   
TevansiSTIB805_STIB805_Chr08_32                              0                    0                   
TevansiSTIB805_STIB805_Chr08_33                              0                    0                   
TevansiSTIB805_STIB805_Chr08_34                              0                    0                   
TevansiSTIB805_STIB805_Chr08_35                              0                    0                   
TevansiSTIB805_STIB805_Chr08_36                              0                    0                   
TevansiSTIB805_STIB805_Chr08_37                              0                    0                   
TevansiSTIB805_STIB805_Chr08_38                              0                    0                   
TevansiSTIB805_STIB805_Chr08_39                              0                    0                   
TevansiSTIB805_STIB805_Chr08_40                              0                    0                   
TevansiSTIB805_STIB805_Chr08_41                              0                    0                   
TevansiSTIB805_STIB805_Chr07_42                              0                    0                   
TevansiSTIB805_STIB805_Chr07_43                              0                    0                   
TevansiSTIB805_STIB805_Chr07_44                              0                    0                   
TevansiSTIB805_STIB805_Chr07_45                              0                    0                   
TevansiSTIB805_STIB805_Chr07_46                              0                    0                   
TevansiSTIB805_STIB805_Chr07_47                              0                    0                   
TevansiSTIB805_STIB805_Chr07_48                              0                    0                   
TevansiSTIB805_STIB805_Chr07_49                              0                    0                   
TevansiSTIB805_STIB805_Chr07_50                              0                    0                   
TevansiSTIB805_STIB805_Chr05_51                              0                    0                   
TevansiSTIB805_STIB805_Chr05_52                              0                    0                   
TevansiSTIB805_STIB805_Chr04_53                              0                    0                   
TevansiSTIB805_STIB805_Chr04_54                              0                    0                   
TevansiSTIB805_STIB805_Chr04_55                              0                    0                   
TevansiSTIB805_STIB805_Chr04_56                              0                    0                   
TevansiSTIB805_STIB805_Chr04_57                              0                    0                   
TevansiSTIB805_STIB805_Chr04_58                              0                    0                   
TevansiSTIB805_STIB805_Chr04_59                              0                    0                   
TevansiSTIB805_STIB805_Chr04_60                              0                    0                   
TevansiSTIB805_STIB805_Chr04_61                              0                    0                   
TevansiSTIB805_STIB805_Chr04_62                              323213               323203              
TevansiSTIB805_STIB805_Chr04_63                              0                    0                   
TevansiSTIB805_STIB805_Chr04_64                              0                    0                   
TevansiSTIB805_STIB805_Chr03_65                              0                    0                   
TevansiSTIB805_STIB805_Chr03_66                              0                    0                   
TevansiSTIB805_STIB805_Chr03_67                              0                    0                   
TgrayiANR4_JMRU01002329_1                                    0                    0                   
TgrayiANR4_JMRU01000676_2                                    7932                 7921                
TgrayiANR4_JMRU01001234_3                                    notfound             notfound            
TgrayiANR4_JMRU01001103_4                                    notfound             notfound            
TgrayiANR4_JMRU01000802_5                                    notfound             notfound            
TgrayiANR4_JMRU01000420_6                                    notfound             notfound            
TgrayiANR4_JMRU01000188_7                                    notfound             notfound            
TgrayiANR4_JMRU01002762_8                                    0                    0                   
TgrayiANR4_JMRU01002687_9                                    0                    0                   
TgrayiANR4_JMRU01002687_10                                   0                    0                   
TgrayiANR4_JMRU01002687_11                                   0                    0                   
TgrayiANR4_JMRU01002281_12                                   0                    0                   
TgrayiANR4_JMRU01002281_13                                   0                    0                   
TgrayiANR4_JMRU01002176_14                                   0                    0                   
TgrayiANR4_JMRU01002176_15                                   0                    0                   
TgrayiANR4_JMRU01001853_16                                   0                    0                   
TgrayiANR4_JMRU01001762_17                                   0                    0                   
TgrayiANR4_JMRU01001714_18                                   0                    0                   
TgrayiANR4_JMRU01001714_19                                   0                    0                   
TgrayiANR4_JMRU01001714_20                                   0                    0                   
TgrayiANR4_JMRU01001714_21                                   0                    0                   
TgrayiANR4_JMRU01001714_22                                   0                    0                   
TgrayiANR4_JMRU01001707_23                                   0                    0                   
TgrayiANR4_JMRU01001642_24                                   0                    0                   
TgrayiANR4_JMRU01001587_25                                   0                    0                   
TgrayiANR4_JMRU01001523_26                                   0                    0                   
TgrayiANR4_JMRU01001523_27                                   0                    0                   
TgrayiANR4_JMRU01001387_28                                   0                    0                   
TgrayiANR4_JMRU01001387_29                                   0                    0                   
TgrayiANR4_JMRU01001263_30                                   0                    0                   
TgrayiANR4_JMRU01001260_31                                   0                    0                   
TgrayiANR4_JMRU01001260_32                                   0                    0                   
TgrayiANR4_JMRU01001200_33                                   0                    0                   
TgrayiANR4_JMRU01001200_34                                   0                    0                   
TgrayiANR4_JMRU01001200_35                                   0                    0                   
TgrayiANR4_JMRU01001200_36                                   0                    0                   
TgrayiANR4_JMRU01001200_37                                   0                    0                   
TgrayiANR4_JMRU01000873_38                                   0                    0                   
TgrayiANR4_JMRU01000873_39                                   0                    0                   
TgrayiANR4_JMRU01000873_40                                   0                    0                   
TgrayiANR4_JMRU01000855_41                                   0                    0                   
TgrayiANR4_JMRU01000811_42                                   0                    0                   
TgrayiANR4_JMRU01000758_43                                   0                    0                   
TgrayiANR4_JMRU01000754_44                                   0                    0                   
TgrayiANR4_JMRU01000738_45                                   0                    0                   
TgrayiANR4_JMRU01000736_46                                   0                    0                   
TgrayiANR4_JMRU01000729_47                                   0                    0                   
TgrayiANR4_JMRU01000724_48                                   0                    0                   
TgrayiANR4_JMRU01000724_49                                   0                    0                   
TgrayiANR4_JMRU01000724_50                                   0                    0                   
TgrayiANR4_JMRU01000724_51                                   0                    0                   
TgrayiANR4_JMRU01000724_52                                   0                    0                   
TgrayiANR4_JMRU01000724_53                                   0                    0                   
TgrayiANR4_JMRU01000724_54                                   0                    0                   
TgrayiANR4_JMRU01000724_55                                   0                    0                   
TgrayiANR4_JMRU01000724_56                                   0                    0                   
TgrayiANR4_JMRU01000724_57                                   0                    0                   
TgrayiANR4_JMRU01000706_58                                   0                    0                   
TgrayiANR4_JMRU01000696_59                                   0                    0                   
TgrayiANR4_JMRU01000676_60                                   0                    0                   
TgrayiANR4_JMRU01000676_61                                   0                    0                   
TgrayiANR4_JMRU01000676_62                                   0                    0                   
TgrayiANR4_JMRU01000640_63                                   0                    0                   
TgrayiANR4_JMRU01000620_64                                   0                    0                   
TgrayiANR4_JMRU01000590_65                                   0                    0                   
TgrayiANR4_JMRU01000552_66                                   0                    0                   
TgrayiANR4_JMRU01000549_67                                   0                    0                   
