geneid                                                       sourceOrg                           sourceseq                           sourceSO      direction  tsebegin   tseend     arabegin   araend    
TcruziCLBrenerNon-Esmeraldo-like_TcChr17-P_49                TcruziCLBrenerNon-Esmeraldo-like    TcChr17-P                           chromosome    +          438344     438424     438344     438424    
TcruziCLBrenerNon-Esmeraldo-like_TcChr17-P_50                TcruziCLBrenerNon-Esmeraldo-like    TcChr17-P                           chromosome    -          438165     438236     438165     438236    
TcruziCLBrenerNon-Esmeraldo-like_TcChr11-P_51                TcruziCLBrenerNon-Esmeraldo-like    TcChr11-P                           chromosome    +          253538     253608     253538     253611    
TcruziCLBrenerNon-Esmeraldo-like_TcChr11-P_52                TcruziCLBrenerNon-Esmeraldo-like    TcChr11-P                           chromosome    -          238838     238909     238835     238909    
TcruziCLBrenerNon-Esmeraldo-like_TcChr9-P_53                 TcruziCLBrenerNon-Esmeraldo-like    TcChr9-P                            chromosome    -          436749     436820     436749     436820    
TcruziCLBrenerNon-Esmeraldo-like_TcChr8-P_54                 TcruziCLBrenerNon-Esmeraldo-like    TcChr8-P                            chromosome    +          196597     196668     196597     196668    
TcruziCLBrenerNon-Esmeraldo-like_TcChr4-P_55                 TcruziCLBrenerNon-Esmeraldo-like    TcChr4-P                            chromosome    -          124401     124471     124401     124471    
TcruziCLBrenerNon-Esmeraldo-like_TcChr4-P_56                 TcruziCLBrenerNon-Esmeraldo-like    TcChr4-P                            chromosome    +          92005      92076      92005      92077     
TcruziCLBrenerNon-Esmeraldo-like_TcChr4-P_57                 TcruziCLBrenerNon-Esmeraldo-like    TcChr4-P                            chromosome    -          91838      91908      91838      91908     
TcruzicruziDm28c_MBSY01000672_1                              TcruzicruziDm28c                    MBSY01000672                        notfound      -          363480     363565     -1         -1        
TcruzicruziDm28c_MBSY01000110_2                              TcruzicruziDm28c                    MBSY01000110                        contig        -          -1         -1         479331     479424    
TcruzicruziDm28c_MBSY01001016_3                              TcruzicruziDm28c                    MBSY01001016                        contig        +          10297      10369      10296      10371     
TcruzicruziDm28c_MBSY01001016_4                              TcruzicruziDm28c                    MBSY01001016                        contig        +          10147      10227      10147      10227     
TcruzicruziDm28c_MBSY01001016_5                              TcruzicruziDm28c                    MBSY01001016                        contig        -          9971       10042      9971       10042     
TcruzicruziDm28c_MBSY01000767_6                              TcruzicruziDm28c                    MBSY01000767                        contig        +          1936       2008       1935       2010      
TcruzicruziDm28c_MBSY01000767_7                              TcruzicruziDm28c                    MBSY01000767                        contig        +          1786       1866       1786       1866      
TcruzicruziDm28c_MBSY01000767_8                              TcruzicruziDm28c                    MBSY01000767                        contig        -          1608       1679       1608       1679      
TcruzicruziDm28c_MBSY01000739_9                              TcruzicruziDm28c                    MBSY01000739                        contig        +          6737       6810       6737       6810      
TcruzicruziDm28c_MBSY01000739_10                             TcruzicruziDm28c                    MBSY01000739                        contig        -          6580       6651       6579       6651      
TcruzicruziDm28c_MBSY01000739_11                             TcruzicruziDm28c                    MBSY01000739                        contig        -          6444       6516       6442       6516      
TcruzicruziDm28c_MBSY01000739_12                             TcruzicruziDm28c                    MBSY01000739                        contig        -          6301       6373       6301       6373      
TcruzicruziDm28c_MBSY01000739_13                             TcruzicruziDm28c                    MBSY01000739                        contig        -          6004       6075       6004       6075      
TcruzicruziDm28c_MBSY01000739_14                             TcruzicruziDm28c                    MBSY01000739                        contig        +          5883       5964       5883       5966      
TcruzicruziDm28c_MBSY01000739_15                             TcruzicruziDm28c                    MBSY01000739                        contig        +          5746       5817       5745       5818      
TcruzicruziDm28c_MBSY01000739_16                             TcruzicruziDm28c                    MBSY01000739                        contig        -          5587       5658       5586       5659      
TcruzicruziDm28c_MBSY01000739_17                             TcruzicruziDm28c                    MBSY01000739                        contig        -          5038       5110       5038       5110      
TcruzicruziDm28c_MBSY01000739_18                             TcruzicruziDm28c                    MBSY01000739                        contig        +          4927       4998       4927       5000      
TcruzicruziDm28c_MBSY01000731_19                             TcruzicruziDm28c                    MBSY01000731                        contig        +          222938     223010     222938     223013    
TcruzicruziDm28c_MBSY01000731_20                             TcruzicruziDm28c                    MBSY01000731                        contig        -          222761     222832     222760     222833    
TcruzicruziDm28c_MBSY01000731_21                             TcruzicruziDm28c                    MBSY01000731                        contig        -          222635     222706     222634     222706    
TcruzicruziDm28c_MBSY01000719_22                             TcruzicruziDm28c                    MBSY01000719                        contig        +          38366      38438      38365      38439     
TcruzicruziDm28c_MBSY01000719_23                             TcruzicruziDm28c                    MBSY01000719                        contig        +          38220      38291      38220      38291     
TcruzicruziDm28c_MBSY01000719_24                             TcruzicruziDm28c                    MBSY01000719                        contig        -          37887      37958      37887      37958     
TcruzicruziDm28c_MBSY01000717_25                             TcruzicruziDm28c                    MBSY01000717                        contig        +          99358      99428      99358      99429     
TcruzicruziDm28c_MBSY01000717_26                             TcruzicruziDm28c                    MBSY01000717                        contig        -          97178      97248      97177      97248     
TcruzicruziDm28c_MBSY01000701_27                             TcruzicruziDm28c                    MBSY01000701                        contig        -          4351       4422       4351       4422      
TcruzicruziDm28c_MBSY01000695_28                             TcruzicruziDm28c                    MBSY01000695                        contig        -          20949      21020      20949      21020     
TcruzicruziDm28c_MBSY01000672_29                             TcruzicruziDm28c                    MBSY01000672                        contig        +          363661     363734     363661     363735    
TcruzicruziDm28c_MBSY01000672_30                             TcruzicruziDm28c                    MBSY01000672                        contig        +          363374     363446     363374     363446    
TcruzicruziDm28c_MBSY01000672_31                             TcruzicruziDm28c                    MBSY01000672                        contig        +          363223     363294     363223     363295    
TcruzicruziDm28c_MBSY01000672_32                             TcruzicruziDm28c                    MBSY01000672                        contig        -          363069     363141     363069     363141    
TcruzicruziDm28c_MBSY01000672_33                             TcruzicruziDm28c                    MBSY01000672                        contig        +          362969     363049     362969     363049    
TcruzicruziDm28c_MBSY01000672_34                             TcruzicruziDm28c                    MBSY01000672                        contig        -          362807     362886     362804     362886    
TcruzicruziDm28c_MBSY01000654_35                             TcruzicruziDm28c                    MBSY01000654                        contig        +          47150      47222      47150      47225     
TcruzicruziDm28c_MBSY01000654_36                             TcruzicruziDm28c                    MBSY01000654                        contig        +          47015      47086      47015      47086     
TcruzicruziDm28c_MBSY01000654_37                             TcruzicruziDm28c                    MBSY01000654                        contig        -          46852      46924      46852      46924     
TcruzicruziDm28c_MBSY01000607_38                             TcruzicruziDm28c                    MBSY01000607                        contig        +          15334      15405      15333      15406     
TcruzicruziDm28c_MBSY01000602_39                             TcruzicruziDm28c                    MBSY01000602                        contig        -          112799     112879     112799     112879    
TcruzicruziDm28c_MBSY01000602_40                             TcruzicruziDm28c                    MBSY01000602                        contig        -          112660     112741     112659     112741    
TcruzicruziDm28c_MBSY01000602_41                             TcruzicruziDm28c                    MBSY01000602                        contig        +          93832      93912      93832      93912     
TcruzicruziDm28c_MBSY01000595_42                             TcruzicruziDm28c                    MBSY01000595                        contig        -          1141872    1141943    1141871    1141944   
TcruzicruziDm28c_MBSY01000581_43                             TcruzicruziDm28c                    MBSY01000581                        contig        +          72823      72895      72823      72895     
TcruzicruziDm28c_MBSY01000581_44                             TcruzicruziDm28c                    MBSY01000581                        contig        +          42616      42687      42616      42687     
TcruzicruziDm28c_MBSY01000577_45                             TcruzicruziDm28c                    MBSY01000577                        contig        -          179764     179834     179763     179834    
TcruzicruziDm28c_MBSY01000577_46                             TcruzicruziDm28c                    MBSY01000577                        contig        -          179601     179682     179601     179682    
TcruzicruziDm28c_MBSY01000561_47                             TcruzicruziDm28c                    MBSY01000561                        contig        +          334724     334811     334724     334811    
TcruzicruziDm28c_MBSY01000561_48                             TcruzicruziDm28c                    MBSY01000561                        contig        +          331239     331326     331239     331326    
TcruzicruziDm28c_MBSY01000561_49                             TcruzicruziDm28c                    MBSY01000561                        contig        +          327754     327841     327754     327841    
TcruzicruziDm28c_MBSY01000561_50                             TcruzicruziDm28c                    MBSY01000561                        contig        +          324269     324356     324269     324356    
TcruzicruziDm28c_MBSY01000561_51                             TcruzicruziDm28c                    MBSY01000561                        contig        +          320785     320872     320785     320872    
TcruzicruziDm28c_MBSY01000561_52                             TcruzicruziDm28c                    MBSY01000561                        contig        +          317300     317387     317300     317387    
TcruzicruziDm28c_MBSY01000561_53                             TcruzicruziDm28c                    MBSY01000561                        contig        +          313815     313902     313815     313902    
TcruzicruziDm28c_MBSY01000551_54                             TcruzicruziDm28c                    MBSY01000551                        contig        +          36592      36663      36592      36665     
TcruzicruziDm28c_MBSY01000551_55                             TcruzicruziDm28c                    MBSY01000551                        contig        -          36444      36515      36444      36515     
TcruzicruziDm28c_MBSY01000551_56                             TcruzicruziDm28c                    MBSY01000551                        contig        -          36302      36383      36301      36383     
TcruzicruziDm28c_MBSY01000548_57                             TcruzicruziDm28c                    MBSY01000548                        contig        +          37657      37730      37657      37731     
TcruzicruziDm28c_MBSY01000548_58                             TcruzicruziDm28c                    MBSY01000548                        contig        -          37496      37567      37496      37567     
TcruzicruziDm28c_MBSY01000548_59                             TcruzicruziDm28c                    MBSY01000548                        contig        -          37355      37436      37352      37437     
TcruzicruziDm28c_MBSY01000545_60                             TcruzicruziDm28c                    MBSY01000545                        contig        -          20699      20771      20699      20771     
TcruzicruziDm28c_MBSY01000545_61                             TcruzicruziDm28c                    MBSY01000545                        contig        +          20585      20656      20585      20657     
TcruzicruziDm28c_MBSY01000545_62                             TcruzicruziDm28c                    MBSY01000545                        contig        -          20425      20497      20425      20497     
TcruzicruziDm28c_MBSY01000545_63                             TcruzicruziDm28c                    MBSY01000545                        contig        -          20296      20367      20295      20368     
TcruzicruziDm28c_MBSY01000545_64                             TcruzicruziDm28c                    MBSY01000545                        contig        -          20158      20230      20155      20230     
TcruzicruziDm28c_MBSY01000303_65                             TcruzicruziDm28c                    MBSY01000303                        contig        +          17831      17903      17830      17905     
TcruzicruziDm28c_MBSY01000303_66                             TcruzicruziDm28c                    MBSY01000303                        contig        +          17681      17761      17681      17761     
TcruzicruziDm28c_MBSY01000303_67                             TcruzicruziDm28c                    MBSY01000303                        contig        -          17505      17576      17505      17576     
TcruzicruziDm28c_MBSY01000286_68                             TcruzicruziDm28c                    MBSY01000286                        contig        -          148768     148838     148768     148838    
TcruzicruziDm28c_MBSY01000286_69                             TcruzicruziDm28c                    MBSY01000286                        contig        +          116295     116366     116295     116367    
TcruzicruziDm28c_MBSY01000286_70                             TcruzicruziDm28c                    MBSY01000286                        contig        -          116143     116213     116143     116213    
TcruzicruziDm28c_MBSY01000247_71                             TcruzicruziDm28c                    MBSY01000247                        contig        +          22985      23056      22985      23057     
TcruzicruziDm28c_MBSY01000240_72                             TcruzicruziDm28c                    MBSY01000240                        contig        +          227744     227825     227743     227828    
TcruzicruziDm28c_MBSY01000240_73                             TcruzicruziDm28c                    MBSY01000240                        contig        +          227613     227684     227613     227684    
TcruzicruziDm28c_MBSY01000240_74                             TcruzicruziDm28c                    MBSY01000240                        contig        -          227451     227524     227450     227524    
TcruzicruziDm28c_MBSY01000240_75                             TcruzicruziDm28c                    MBSY01000240                        contig        +          75381      75451      75379      75452     
TcruzicruziDm28c_MBSY01000195_76                             TcruzicruziDm28c                    MBSY01000195                        contig        +          3771       3843       3771       3846      
TcruzicruziDm28c_MBSY01000195_77                             TcruzicruziDm28c                    MBSY01000195                        contig        +          3636       3707       3636       3708      
TcruzicruziDm28c_MBSY01000195_78                             TcruzicruziDm28c                    MBSY01000195                        contig        -          3473       3545       3473       3545      
TcruzicruziDm28c_MBSY01000141_79                             TcruzicruziDm28c                    MBSY01000141                        contig        +          3883       3955       3882       3956      
TcruzicruziDm28c_MBSY01000141_80                             TcruzicruziDm28c                    MBSY01000141                        contig        +          3738       3809       3738       3809      
TcruzicruziDm28c_MBSY01000141_81                             TcruzicruziDm28c                    MBSY01000141                        contig        -          3405       3476       3405       3476      
TcruzicruziDm28c_MBSY01000110_82                             TcruzicruziDm28c                    MBSY01000110                        contig        +          30996      31067      30996      31069     
TcruzicruziDm28c_MBSY01000094_83                             TcruzicruziDm28c                    MBSY01000094                        contig        +          131929     132000     131929     132001    
TcruzicruziDm28c_MBSY01000094_84                             TcruzicruziDm28c                    MBSY01000094                        contig        +          131802     131873     131801     131874    
TcruzicruziDm28c_MBSY01000094_85                             TcruzicruziDm28c                    MBSY01000094                        contig        -          131624     131696     131621     131696    
TcruzicruziDm28c_MBSY01000093_86                             TcruzicruziDm28c                    MBSY01000093                        contig        -          136903     136974     136902     136975    
TcruzicruziDm28c_MBSY01000093_87                             TcruzicruziDm28c                    MBSY01000093                        contig        -          17170      17241      17168      17241     
TcruzicruziDm28c_MBSY01000093_88                             TcruzicruziDm28c                    MBSY01000093                        contig        +          17058      17130      17058      17130     
TcruzicruziDm28c_MBSY01000093_89                             TcruzicruziDm28c                    MBSY01000093                        contig        +          16511      16582      16510      16583     
TcruzicruziDm28c_MBSY01000093_90                             TcruzicruziDm28c                    MBSY01000093                        contig        -          16352      16423      16351      16424     
TcruzicruziDm28c_MBSY01000093_91                             TcruzicruziDm28c                    MBSY01000093                        contig        -          16205      16286      16203      16286     
TcruzicruziDm28c_MBSY01000093_92                             TcruzicruziDm28c                    MBSY01000093                        contig        +          16094      16165      16094      16165     
TcruzicruziDm28c_MBSY01000093_93                             TcruzicruziDm28c                    MBSY01000093                        contig        +          15783      15855      15783      15856     
TcruzicruziDm28c_MBSY01000093_94                             TcruzicruziDm28c                    MBSY01000093                        contig        +          15640      15712      15640      15714     
TcruzicruziDm28c_MBSY01000093_95                             TcruzicruziDm28c                    MBSY01000093                        contig        +          15499      15570      15499      15571     
TcruzicruziDm28c_MBSY01000093_96                             TcruzicruziDm28c                    MBSY01000093                        contig        -          15340      15413      15340      15413     
TcruzicruziDm28c_MBSY01000073_97                             TcruzicruziDm28c                    MBSY01000073                        contig        -          82275      82347      82275      82347     
TcruzicruziDm28c_MBSY01000058_98                             TcruzicruziDm28c                    MBSY01000058                        contig        -          237537     237610     237536     237610    
TcruziDm28c_AYLP01000721_1                                   TcruziDm28c                         AYLP01000721                        notfound      -          35         120        -1         -1        
TcruziDm28c_AYLP01000136_2                                   TcruziDm28c                         AYLP01000136                        contig        -          -1         -1         9945       10038     
TcruziDm28c_AYLP01001142_3                                   TcruziDm28c                         AYLP01001142                        contig        +          118        189        118        190       
TcruziDm28c_AYLP01001106_4                                   TcruziDm28c                         AYLP01001106                        contig        +          412        483        412        483       
TcruziDm28c_AYLP01000940_5                                   TcruziDm28c                         AYLP01000940                        contig        +          3275       3347       3274       3349      
TcruziDm28c_AYLP01000940_6                                   TcruziDm28c                         AYLP01000940                        contig        +          3126       3206       3126       3206      
TcruziDm28c_AYLP01000940_7                                   TcruziDm28c                         AYLP01000940                        contig        -          2951       3022       2951       3022      
TcruziDm28c_AYLP01000721_8                                   TcruziDm28c                         AYLP01000721                        contig        +          216        289        216        290       
TcruziDm28c_AYLP01000706_9                                   TcruziDm28c                         AYLP01000706                        contig        -          5870       5941       5869       5942      
TcruziDm28c_AYLP01000706_10                                  TcruziDm28c                         AYLP01000706                        contig        -          5744       5815       5743       5815      
TcruziDm28c_AYLP01000651_11                                  TcruziDm28c                         AYLP01000651                        contig        +          13         85         12         86        
TcruziDm28c_AYLP01000485_12                                  TcruziDm28c                         AYLP01000485                        contig        +          9513       9586       9513       9587      
TcruziDm28c_AYLP01000345_13                                  TcruziDm28c                         AYLP01000345                        contig        +          14304      14376      14303      14378     
TcruziDm28c_AYLP01000345_14                                  TcruziDm28c                         AYLP01000345                        contig        +          14155      14235      14155      14235     
TcruziDm28c_AYLP01000345_15                                  TcruziDm28c                         AYLP01000345                        contig        -          13979      14050      13979      14050     
TcruziDm28c_AYLP01000156_16                                  TcruziDm28c                         AYLP01000156                        contig        +          38971      39042      38971      39042     
TcruziDm28c_AYLP01000135_17                                  TcruziDm28c                         AYLP01000135                        contig        +          41695      41768      41695      41768     
TcruziDm28c_AYLP01000135_18                                  TcruziDm28c                         AYLP01000135                        contig        -          41538      41609      41537      41609     
TcruziDm28c_AYLP01000135_19                                  TcruziDm28c                         AYLP01000135                        contig        -          41402      41474      41400      41474     
TcruziDm28c_AYLP01000135_20                                  TcruziDm28c                         AYLP01000135                        contig        -          41259      41331      41259      41331     
TcruziDm28c_AYLP01000135_21                                  TcruziDm28c                         AYLP01000135                        contig        -          40962      41033      40962      41033     
TcruziDm28c_AYLP01000135_22                                  TcruziDm28c                         AYLP01000135                        contig        +          40832      40913      40832      40915     
TcruziDm28c_AYLP01000135_23                                  TcruziDm28c                         AYLP01000135                        contig        +          40695      40766      40694      40767     
TcruziDm28c_AYLP01000135_24                                  TcruziDm28c                         AYLP01000135                        contig        -          40536      40607      40535      40608     
TcruziDm28c_AYLP01000135_25                                  TcruziDm28c                         AYLP01000135                        contig        -          39989      40061      39989      40061     
TcruziDm28c_AYLP01000135_26                                  TcruziDm28c                         AYLP01000135                        contig        +          39879      39950      39879      39952     
TcruziDm28c_AYLP01000126_27                                  TcruziDm28c                         AYLP01000126                        contig        -          51738      51809      51737      51810     
TcruziDm28c_AYLP01000108_28                                  TcruziDm28c                         AYLP01000108                        contig        +          27808      27879      27808      27881     
TcruziDm28c_AYLP01000108_29                                  TcruziDm28c                         AYLP01000108                        contig        -          27660      27731      27660      27731     
TcruziDm28c_AYLP01000108_30                                  TcruziDm28c                         AYLP01000108                        contig        -          27520      27601      27519      27601     
TcruziDm28c_AYLP01000097_31                                  TcruziDm28c                         AYLP01000097                        contig        +          69765      69845      69765      69845     
TcruziDm28c_AYLP01000090_32                                  TcruziDm28c                         AYLP01000090                        contig        +          59238      59310      59238      59310     
TcruziDm28c_AYLP01000088_33                                  TcruziDm28c                         AYLP01000088                        contig        -          63810      63897      63810      63897     
TcruziDm28c_AYLP01000078_34                                  TcruziDm28c                         AYLP01000078                        contig        +          75122      75195      75122      75196     
TcruziDm28c_AYLP01000078_35                                  TcruziDm28c                         AYLP01000078                        contig        -          74962      75033      74962      75033     
TcruziDm28c_AYLP01000078_36                                  TcruziDm28c                         AYLP01000078                        contig        -          74812      74893      74809      74894     
TcruziDm28c_AYLP01000075_37                                  TcruziDm28c                         AYLP01000075                        contig        -          38873      38945      38873      38945     
TcruziDm28c_AYLP01000075_38                                  TcruziDm28c                         AYLP01000075                        contig        +          38759      38830      38759      38831     
TcruziDm28c_AYLP01000070_39                                  TcruziDm28c                         AYLP01000070                        contig        -          1317       1397       1317       1397      
TcruziDm28c_AYLP01000070_40                                  TcruziDm28c                         AYLP01000070                        contig        -          1179       1260       1178       1260      
TcruziDm28c_AYLP01000052_41                                  TcruziDm28c                         AYLP01000052                        contig        +          3          73         3          74        
TcruziDm28c_AYLP01000043_42                                  TcruziDm28c                         AYLP01000043                        contig        +          51408      51478      51408      51478     
TcruziDm28c_AYLP01000043_43                                  TcruziDm28c                         AYLP01000043                        contig        -          51255      51326      51254      51326     
TcruziDm28c_AYLP01000043_44                                  TcruziDm28c                         AYLP01000043                        contig        +          20406      20476      20406      20476     
TcruziDm28c_AYLP01000028_45                                  TcruziDm28c                         AYLP01000028                        contig        +          558        637        558        640       
TcruziDm28c_AYLP01000028_46                                  TcruziDm28c                         AYLP01000028                        contig        -          396        476        396        476       
TcruziDm28c_AYLP01000028_47                                  TcruziDm28c                         AYLP01000028                        contig        +          304        376        304        376       
TcruziDm28c_AYLP01000028_48                                  TcruziDm28c                         AYLP01000028                        contig        -          151        222        151        222       
TcruziDm28c_AYLP01000028_49                                  TcruziDm28c                         AYLP01000028                        contig        -          1          73         1          73        
TcruziDm28c_AYLP01000020_50                                  TcruziDm28c                         AYLP01000020                        contig        -          197602     197674     197601     197675    
TcruziDm28c_AYLP01000010_51                                  TcruziDm28c                         AYLP01000010                        contig        +          211672     211743     211671     211744    
TcruziDm28c_AYLP01000004_52                                  TcruziDm28c                         AYLP01000004                        contig        -          107488     107569     107488     107569    
TcruziEsmeraldo_KB205349.1_1                                 TcruziEsmeraldo                     KB205349.1                          supercontig   +          -1         -1         55178      55276     
TcruziEsmeraldo_KB205928.1_2                                 TcruziEsmeraldo                     KB205928.1                          supercontig   +          73951      74023      73951      74023     
TcruziEsmeraldo_KB205774.1_3                                 TcruziEsmeraldo                     KB205774.1                          supercontig   -          5429       5500       5428       5501      
TcruziEsmeraldo_KB205774.1_4                                 TcruziEsmeraldo                     KB205774.1                          supercontig   +          5324       5396       5324       5396      
TcruziEsmeraldo_KB205774.1_5                                 TcruziEsmeraldo                     KB205774.1                          supercontig   +          4778       4849       4777       4850      
TcruziEsmeraldo_KB205774.1_6                                 TcruziEsmeraldo                     KB205774.1                          supercontig   -          4617       4688       4616       4689      
TcruziEsmeraldo_KB205774.1_7                                 TcruziEsmeraldo                     KB205774.1                          supercontig   -          4470       4551       4470       4551      
TcruziEsmeraldo_KB205774.1_8                                 TcruziEsmeraldo                     KB205774.1                          supercontig   +          4364       4435       4364       4435      
TcruziEsmeraldo_KB205774.1_9                                 TcruziEsmeraldo                     KB205774.1                          supercontig   +          4051       4123       4051       4123      
TcruziEsmeraldo_KB205774.1_10                                TcruziEsmeraldo                     KB205774.1                          supercontig   +          3908       3980       3908       3982      
TcruziEsmeraldo_KB205774.1_11                                TcruziEsmeraldo                     KB205774.1                          supercontig   +          3776       3847       3776       3848      
TcruziEsmeraldo_KB205774.1_12                                TcruziEsmeraldo                     KB205774.1                          supercontig   -          3617       3690       3617       3690      
TcruziEsmeraldo_KB205753.1_13                                TcruziEsmeraldo                     KB205753.1                          supercontig   +          101832     101903     101832     101904    
TcruziEsmeraldo_KB205753.1_14                                TcruziEsmeraldo                     KB205753.1                          supercontig   -          101665     101735     101662     101735    
TcruziEsmeraldo_KB205716.1_15                                TcruziEsmeraldo                     KB205716.1                          supercontig   +          118803     118876     118803     118877    
TcruziEsmeraldo_KB205716.1_16                                TcruziEsmeraldo                     KB205716.1                          supercontig   -          118619     118704     118619     118704    
TcruziEsmeraldo_KB205716.1_17                                TcruziEsmeraldo                     KB205716.1                          supercontig   +          118509     118581     118509     118581    
TcruziEsmeraldo_KB205716.1_18                                TcruziEsmeraldo                     KB205716.1                          supercontig   -          118354     118425     118352     118425    
TcruziEsmeraldo_KB205716.1_19                                TcruziEsmeraldo                     KB205716.1                          supercontig   -          118197     118269     118197     118269    
TcruziEsmeraldo_KB205716.1_20                                TcruziEsmeraldo                     KB205716.1                          supercontig   +          118089     118169     118089     118169    
TcruziEsmeraldo_KB205716.1_21                                TcruziEsmeraldo                     KB205716.1                          supercontig   -          117927     118006     117924     118006    
TcruziEsmeraldo_KB205688.1_22                                TcruziEsmeraldo                     KB205688.1                          supercontig   -          83258      83329      83256      83329     
TcruziEsmeraldo_KB205511.1_23                                TcruziEsmeraldo                     KB205511.1                          supercontig   +          28128      28199      28128      28199     
TcruziEsmeraldo_KB205511.1_24                                TcruziEsmeraldo                     KB205511.1                          supercontig   -          27980      28051      27980      28051     
TcruziEsmeraldo_KB205511.1_25                                TcruziEsmeraldo                     KB205511.1                          supercontig   -          27839      27920      27839      27920     
TcruziEsmeraldo_KB205436.1_26                                TcruziEsmeraldo                     KB205436.1                          supercontig   +          115244     115331     115244     115331    
TcruziEsmeraldo_KB205435.1_27                                TcruziEsmeraldo                     KB205435.1                          supercontig   +          15926      15998      15926      15998     
TcruziEsmeraldo_KB205393.1_28                                TcruziEsmeraldo                     KB205393.1                          supercontig   -          197745     197818     197745     197818    
TcruziEsmeraldo_KB205377.1_29                                TcruziEsmeraldo                     KB205377.1                          supercontig   +          8648       8720       8648       8720      
TcruziEsmeraldo_KB205377.1_30                                TcruziEsmeraldo                     KB205377.1                          supercontig   -          8470       8541       8470       8541      
TcruziEsmeraldo_KB205377.1_31                                TcruziEsmeraldo                     KB205377.1                          supercontig   -          8333       8404       8332       8404      
TcruziEsmeraldo_KB205377.1_32                                TcruziEsmeraldo                     KB205377.1                          supercontig   +          7646       7718       7646       7718      
TcruziEsmeraldo_KB205377.1_33                                TcruziEsmeraldo                     KB205377.1                          supercontig   -          7462       7533       7462       7533      
TcruziEsmeraldo_KB205377.1_34                                TcruziEsmeraldo                     KB205377.1                          supercontig   -          7325       7396       7324       7396      
TcruziEsmeraldo_KB205361.1_35                                TcruziEsmeraldo                     KB205361.1                          supercontig   -          484        564        482        564       
TcruziEsmeraldo_KB205283.1_36                                TcruziEsmeraldo                     KB205283.1                          supercontig   +          213104     213176     213104     213176    
TcruziEsmeraldo_KB205283.1_37                                TcruziEsmeraldo                     KB205283.1                          supercontig   +          212952     213023     212952     213025    
TcruziEsmeraldo_KB205283.1_38                                TcruziEsmeraldo                     KB205283.1                          supercontig   -          212618     212689     212618     212689    
TcruziEsmeraldo_KB205273.1_39                                TcruziEsmeraldo                     KB205273.1                          supercontig   +          50199      50280      50199      50280     
TcruziEsmeraldo_KB205273.1_40                                TcruziEsmeraldo                     KB205273.1                          supercontig   +          50048      50118      50048      50119     
TcruziEsmeraldo_KB205264.1_41                                TcruziEsmeraldo                     KB205264.1                          supercontig   +          4783       4864       4782       4865      
TcruziEsmeraldo_KB205264.1_42                                TcruziEsmeraldo                     KB205264.1                          supercontig   +          4653       4724       4653       4724      
TcruziEsmeraldo_KB205264.1_43                                TcruziEsmeraldo                     KB205264.1                          supercontig   -          4489       4562       4488       4562      
TcruziEsmeraldo_KB205250.1_44                                TcruziEsmeraldo                     KB205250.1                          supercontig   -          10137      10217      10137      10217     
TcruziEsmeraldo_KB205250.1_45                                TcruziEsmeraldo                     KB205250.1                          supercontig   -          9999       10080      9998       10080     
TcruziEsmeraldo_KB205230.1_46                                TcruziEsmeraldo                     KB205230.1                          supercontig   -          583        654        582        654       
TcruziEsmeraldo_KB205228.1_47                                TcruziEsmeraldo                     KB205228.1                          supercontig   +          57258      57330      57258      57333     
TcruziEsmeraldo_KB205228.1_48                                TcruziEsmeraldo                     KB205228.1                          supercontig   +          57119      57190      57119      57191     
TcruziEsmeraldo_KB205228.1_49                                TcruziEsmeraldo                     KB205228.1                          supercontig   +          56983      57055      56983      57055     
TcruziEsmeraldo_KB205228.1_50                                TcruziEsmeraldo                     KB205228.1                          supercontig   -          56807      56878      56806      56878     
TcruziEsmeraldo_KB205228.1_51                                TcruziEsmeraldo                     KB205228.1                          supercontig   +          56690      56762      56690      56762     
TcruziEsmeraldo_KB205213.1_52                                TcruziEsmeraldo                     KB205213.1                          supercontig   -          17137      17209      17137      17209     
TcruziEsmeraldo_KB205187.1_53                                TcruziEsmeraldo                     KB205187.1                          supercontig   +          28382      28452      28382      28452     
TcruziEsmeraldo_KB205185.1_54                                TcruziEsmeraldo                     KB205185.1                          supercontig   +          162315     162386     162315     162386    
TcruziEsmeraldo_KB205166.1_55                                TcruziEsmeraldo                     KB205166.1                          supercontig   +          51074      51146      51074      51146     
TcruziEsmeraldo_KB205166.1_56                                TcruziEsmeraldo                     KB205166.1                          supercontig   +          50939      51010      50939      51011     
TcruziEsmeraldo_KB205166.1_57                                TcruziEsmeraldo                     KB205166.1                          supercontig   -          50775      50847      50775      50847     
TcruziEsmeraldo_ANOX01016374.1_58                            TcruziEsmeraldo                     ANOX01016374.1                      contig        -          26         97         26         97        
TcruziEsmeraldo_ANOX01013135.1_59                            TcruziEsmeraldo                     ANOX01013135.1                      contig        -          186        259        185        259       
TcruziEsmeraldo_ANOX01013115.1_60                            TcruziEsmeraldo                     ANOX01013115.1                      contig        +          354        427        354        428       
TcruziEsmeraldo_ANOX01013115.1_61                            TcruziEsmeraldo                     ANOX01013115.1                      contig        -          190        261        190        261       
TcruziEsmeraldo_ANOX01013115.1_62                            TcruziEsmeraldo                     ANOX01013115.1                      contig        -          50         131        49         132       
TcruziEsmeraldo_ANOX01006378.1_63                            TcruziEsmeraldo                     ANOX01006378.1                      contig        +          84         156        84         157       
